"Curation";"Variable ID";"Variable name";"Variable synonyms";"Context of use";"Growth stage";"Variable status";"Variable Xref";"Institution";"Scientist";"Date";"Language";"Crop";"Trait ID";"Trait name";"Trait class";"Trait description";"Trait synonyms";"Main trait abbreviation";"Alternative trait abbreviations";"Entity";"Attribute";"Trait status";"Trait Xref";"Method ID";"Method name";"Method class";"Method description";"Formula";"Method reference";"Scale ID";"Scale name";"Scale class";"Decimal places";"Lower limit";"Upper limit";"Scale Xref";"Category 1";"Category 2";"Category 3";"Category 4";"Category 5";"Category 6";"Category 7";"Category 8";"Category 9";"Category 10";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001055";"BLSSev_E_00to99";"BLS_00_99";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_29019";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0001019";"Bacterial leaf streak severity";"Biotic stress traits";"Bacterial leaf streak severity in the plants caused by the agent Xanthomonas translucens. The disease, called black chaff when on the glumes.";"BLS, black chaff";"BLSSev";"PsyriSev";"Leaf";"Bacterial leaf streak severity";;;"CO_321:0000690";"Double digit Estimation";"Estimation";"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000470";"Double digit (00-99)";"Ordinal";"1.0";;;;"27= 20% plant height affected, 70% coverage";"25= 20% plant height affected, 50% coverage";"26= 20% plant height affected, 60% coverage";"19= 10% plant height affected, 90% coverage";"20= 20";"18= 10% plant height affected, 80% coverage";"23= 20% plant height affected, 30% coverage";"24= 20% plant height affected, 40% coverage";"21= 20% plant height affected, 10% coverage";"22= 20% plant height affected, 20% coverage";"96= 90% plant height affected, 60% coverage";"97= 90% plant height affected, 70% coverage";"94= 90% plant height affected, 40% coverage";"95= 90% plant height affected, 50% coverage";"99= 90% plant height affected, 90% coverage";"98= 90% plant height affected, 80% coverage";"87= 80% plant height affected, 70% coverage";"83= 80% plant height affected, 30% coverage";"84= 80% plant height affected, 40% coverage";"85= 80% plant height affected, 50% coverage";"86= 80% plant height affected, 60% coverage";"91= 90% plant height affected, 10% coverage";"90= 90";"93= 90% plant height affected, 30% coverage";"92= 90% plant height affected, 20% coverage";"89= 80% plant height affected, 90% coverage";"88= 80% plant height affected, 80% coverage";"76= 70% plant height affected, 60% coverage";"77= 70% plant height affected, 70% coverage";"74= 70% plant height affected, 40% coverage";"75= 70% plant height affected, 50% coverage";"72= 70% plant height affected, 20% coverage";"73= 70% plant height affected, 30% coverage";"82= 80% plant height affected, 20% coverage";"81= 80% plant height affected, 10% coverage";"80= 80";"79= 70% plant height affected, 90% coverage";"78= 70% plant height affected, 80% coverage";"70= 70";"71= 70% plant height affected, 10% coverage";"68= 60% plant height affected, 80% coverage";"69= 60% plant height affected, 90% coverage";"64= 60% plant height affected, 40% coverage";"63= 60% plant height affected, 30% coverage";"62= 60% plant height affected, 20% coverage";"61= 60% plant height affected, 10% coverage";"67= 60% plant height affected, 70% coverage";"66= 60% plant height affected, 60% coverage";"65= 60% plant height affected, 50% coverage";"58= 50% plant height affected, 80% coverage";"59= 50% plant height affected, 90% coverage";"60= 60";"51= 50% plant height affected, 10% coverage";"50= 50";"53= 50% plant height affected, 30% coverage";"52= 50% plant height affected, 20% coverage";"55= 50% plant height affected, 50% coverage";"54= 50% plant height affected, 40% coverage";"57= 50% plant height affected, 70% coverage";"56= 50% plant height affected, 60% coverage";"48= 40% plant height affected, 80% coverage";"49= 40% plant height affected, 90% coverage";"00= no disease";"46= 40% plant height affected, 60% coverage";"12= 10% plant height affected, 20% coverage";"45= 40% plant height affected, 50% coverage";"13= 10% plant height affected, 30% coverage";"44= 40% plant height affected, 40% coverage";"10= 10";"43= 40% plant height affected, 30% coverage";"11= 10% plant height affected, 10% coverage";"42= 40% plant height affected, 20% coverage";"16= 10% plant height affected, 60% coverage";"41= 40% plant height affected, 10% coverage";"17= 10% plant height affected, 70% coverage";"40= 40";"14= 10% plant height affected, 40% coverage";"39= 30% plant height affected, 90% coverage";"15= 10% plant height affected, 50% coverage";"47= 40% plant height affected, 70% coverage";"38= 30% plant height affected, 80% coverage";"33= 30% plant height affected, 30% coverage";"32= 30% plant height affected, 20% coverage";"35= 30% plant height affected, 50% coverage";"34= 30% plant height affected, 40% coverage";"29= 20% plant height affected, 90% coverage";"28= 20% plant height affected, 80% coverage";"31= 30% plant height affected, 10% coverage";"30= 30";"37= 30% plant height affected, 70% coverage";"36= 30% plant height affected, 60% coverage"
;"CO_321:0001056";"HgramInc_E_0to9pcttext";"HGRAM_0_9text";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";"Obsolete/legacy";"BMS_22835";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000933";"Barley Helminthosporium leaf stripe incidence";"Biotic stress traits";"Barley helminthosporium leaf stripe incidence in the plants caused by the agent Drechslera graminea (helminthosporium gramineum).";;"HgramInc";;"Leaf";"Barley Helminthosporium leaf stripe incidence";;;"CO_321:0000691";"HgramInc Estimation";"Estimation";"Standard method for Barley Helminthosporium leaf stripe incidence.";;;"CO_321:0000727";"0-9 percentage scale + text";"Text";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001057";"HgramInc_E_pct";"HGRAM_pct";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_22836";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000933";"Barley Helminthosporium leaf stripe incidence";"Biotic stress traits";"Barley helminthosporium leaf stripe incidence in the plants caused by the agent Drechslera graminea (helminthosporium gramineum).";;"HgramInc";;"Leaf";"Barley Helminthosporium leaf stripe incidence";;;"CO_321:0000691";"HgramInc Estimation";"Estimation";"Standard method for Barley Helminthosporium leaf stripe incidence.";;;"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001058";"HgramInc_E_0to9pct";"HGRAM_0_9";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_22834";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000933";"Barley Helminthosporium leaf stripe incidence";"Biotic stress traits";"Barley helminthosporium leaf stripe incidence in the plants caused by the agent Drechslera graminea (helminthosporium gramineum).";;"HgramInc";;"Leaf";"Barley Helminthosporium leaf stripe incidence";;;"CO_321:0000691";"HgramInc Estimation";"Estimation";"Standard method for Barley Helminthosporium leaf stripe incidence.";;;"CO_321:0000446";"0-9 percentage scale";"Ordinal";"1.0";;;;"0= No visible affection";"3= 30% coverage";"4= 40% coverage";"1= 10% coverage";"2= 20% coverage";"7= 70% coverage";"8= 80% coverage";"5= 50% coverage";"6= 60% coverage";"9= 90% coverage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001059";"PhordCI_Calc_pct";"PHORD_pct__CI";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_23042";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000692";"Barley leaf rust coefficient of infection";"Biotic stress traits";"Barley leaf rust incidence/severity/response in the plants caused by the agent Puccinia hordei.";"Barley leaf rust CI";"PhordCI";;"Leaf";"Barley leaf rust coefficient of infection";;;"CO_321:0001026";"Rust Coefficient of infection Computation";"Computation";"Coefficient of infection (CI) calculated by multiplying the severity times a constant for host response: where immune = 0.0, R=0.2, MR =0.4, MS =0.8, and S=1.0.";"xxxx";"Roelfs et al., 1992";"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001060";"PhordInc_E_1to9";"PHORD_1_9";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_23044";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000935";"Barley leaf rust incidence";"Biotic stress traits";"Barley leaf rust incidence in the plants caused by the agent Puccinia hordei.";;"PhordInc";;"Leaf";"Barley leaf rust incidence";;;"CO_321:0000648";"PhordInc Estimation";"Estimation";"Standard method for Barley leaf rust incidence.";;"Roelfs, A.P., R.P. Singh, and E.E. Saari. 1992. Rust Diseases of Wheat: Concepts and methods of disease management. Mexico, D.F.: CIMMYT.";"CO_321:0000465";"1-9 incidence scale";"Ordinal";"1.0";;;;"1= none";"4= low to medium";"5= medium";"2= very low";"3= low";"8= very high";"9= severe";"6= medium to high";"7= high";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001061";"PhordSev_E_pct";"PHORD_pct__SEV";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_29135";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000647";"Barley leaf rust severity";"Biotic stress traits";"Barley leaf rust severity in the plants caused by the agent Puccinia hordei.";;"PhordSev";;"Leaf";"Barley leaf rust severity";;;"CO_321:0000693";"Rust severity Estimation";"Estimation";"Severity of rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.";;"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995";"CO_321:0000410";"%";"Numerical";"1.0";"0.0";"100.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001062";"PhordSev_E_0to12";"PHORD_0_12__SEV";"Nursery/Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_23043";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000647";"Barley leaf rust severity";"Biotic stress traits";"Barley leaf rust severity in the plants caused by the agent Puccinia hordei.";;"PhordSev";;"Leaf";"Barley leaf rust severity";;;"CO_321:0000324";"Modified cobb scale for severity";"Estimation";"Severity of leaf/stem/stripe rust is recorded as a percentage, according to the modified Cobb scale. As this relies upon observation it cannot be absolutely accurate. Thus it is common to use the following intervals: 0, 5, 10, 20, 40, 60, and 100 percent infection.";;"Peterson et al., 1948, Roelfs et al., 1992, McIntosh et al., 1995";"CO_321:0000753";"0-12 Modified Cobb Scale";"Ordinal";"1.0";;;;"0= 0% (no uredia)";"10= 10% (3.7% occupied by uredia)";"20= 20% (7.4% occupied by uredia)";"1= 1% (0.37% occupied by uredia)";"5= 5% (1.85% occupied by uredia)";"50= 50% (18.5% occupied by uredia)";"60= 60% (22.2% occupied by uredia)";"30= 30% (11.1% occupied by uredia)";"40= 40% (14.8% occupied by uredia)";"80= 80% (29.6% occupied by uredia)";"90= 90% (33.3% occupied by uredia)";"70= 70% (25.9% occupied by uredia)";"100= 100% (37% occupied by uredia)";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001063";"RsecaInc_E_0to9pcttext";"RSECA_0_9text";"Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";"Obsolete/legacy";"BMS_22812";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000936";"Barley scald incidence";"Biotic stress traits";"Barley scald incidence in the plants caused by the agent Rhynchosporium secalis.";;"RsecaInc";"RSECA";"Plant";"Barley scald incidence";;;"CO_321:0000372";"RsecaInc Estimation";"Estimation";"Standard method for barley scald incidence.";;"Saari and Prescott, 1975, Eyal et al., 1987";"CO_321:0000727";"0-9 percentage scale + text";"Text";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001064";"RSecaSev_E_00to99text";"RSECA_00_99text__SEV";"Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";"Obsolete/legacy";"BMS_22813";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"25-oct-15";"EN";"Wheat";"CO_321:0000710";"Barley scald severity";"Biotic stress traits";"Barley scald severity in the plants caused by the agent Rhynchosporium secalis.";;"RsecaSev";"RSECA";"Plant";"Barley scald severity";;;"CO_321:0000690";"Double digit Estimation";"Estimation";"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000728";"Double digit (00-99) + text";"Text";"1.0";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;"CO_321:0001065";"RsecaSev_E_00to99";"RSECA_00_99__SEV";"Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease. Mainly from DS61.";;"BMS_22811";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000710";"Barley scald severity";"Biotic stress traits";"Barley scald severity in the plants caused by the agent Rhynchosporium secalis.";;"RsecaSev";"RSECA";"Plant";"Barley scald severity";;;"CO_321:0000690";"Double digit Estimation";"Estimation";"The method was improved by using two digits, representing the vertical disease progress and an estimate of severity. The first digit gives the relative height of the disease using the original 0-9 Saari-Prescott scale as a measure. The second digit shows the disease severity as a percentage but in terms of 0-9. Because it is difficult to evaluate diseases on dead leaves, disease notes should be taken when at least four leaves are still alive and green (soft to mid-dough growth stage). Then visually evaluate the average percentage severity on only those leaves of the uppermost four that are infected. In practice, the percent severity is estimated on an overall score. The following format is used for scoring severity: 10% coverage = 1, 20% coverage = 2, 30% coverage = 3, 40% coverage = 4, 50% coverage = 5, 60% coverage = 6, 70% coverage = 7, 80% coverage = 8, 90% coverage = 9. The score of 10 is not used.";;"Duveiller et al., 1998, Saari and Prescott, 1975, Eyal et al., 1987,  Duveiller et al., 2012";"CO_321:0000470";"Double digit (00-99)";"Ordinal";"1.0";;;;"27= 20% plant height affected, 70% coverage";"25= 20% plant height affected, 50% coverage";"26= 20% plant height affected, 60% coverage";"19= 10% plant height affected, 90% coverage";"20= 20";"18= 10% plant height affected, 80% coverage";"23= 20% plant height affected, 30% coverage";"24= 20% plant height affected, 40% coverage";"21= 20% plant height affected, 10% coverage";"22= 20% plant height affected, 20% coverage";"96= 90% plant height affected, 60% coverage";"97= 90% plant height affected, 70% coverage";"94= 90% plant height affected, 40% coverage";"95= 90% plant height affected, 50% coverage";"99= 90% plant height affected, 90% coverage";"98= 90% plant height affected, 80% coverage";"87= 80% plant height affected, 70% coverage";"83= 80% plant height affected, 30% coverage";"84= 80% plant height affected, 40% coverage";"85= 80% plant height affected, 50% coverage";"86= 80% plant height affected, 60% coverage";"91= 90% plant height affected, 10% coverage";"90= 90";"93= 90% plant height affected, 30% coverage";"92= 90% plant height affected, 20% coverage";"89= 80% plant height affected, 90% coverage";"88= 80% plant height affected, 80% coverage";"76= 70% plant height affected, 60% coverage";"77= 70% plant height affected, 70% coverage";"74= 70% plant height affected, 40% coverage";"75= 70% plant height affected, 50% coverage";"72= 70% plant height affected, 20% coverage";"73= 70% plant height affected, 30% coverage";"82= 80% plant height affected, 20% coverage";"81= 80% plant height affected, 10% coverage";"80= 80";"79= 70% plant height affected, 90% coverage";"78= 70% plant height affected, 80% coverage";"70= 70";"71= 70% plant height affected, 10% coverage";"68= 60% plant height affected, 80% coverage";"69= 60% plant height affected, 90% coverage";"64= 60% plant height affected, 40% coverage";"63= 60% plant height affected, 30% coverage";"62= 60% plant height affected, 20% coverage";"61= 60% plant height affected, 10% coverage";"67= 60% plant height affected, 70% coverage";"66= 60% plant height affected, 60% coverage";"65= 60% plant height affected, 50% coverage";"58= 50% plant height affected, 80% coverage";"59= 50% plant height affected, 90% coverage";"60= 60";"51= 50% plant height affected, 10% coverage";"50= 50";"53= 50% plant height affected, 30% coverage";"52= 50% plant height affected, 20% coverage";"55= 50% plant height affected, 50% coverage";"54= 50% plant height affected, 40% coverage";"57= 50% plant height affected, 70% coverage";"56= 50% plant height affected, 60% coverage";"48= 40% plant height affected, 80% coverage";"49= 40% plant height affected, 90% coverage";"00= no disease";"46= 40% plant height affected, 60% coverage";"12= 10% plant height affected, 20% coverage";"45= 40% plant height affected, 50% coverage";"13= 10% plant height affected, 30% coverage";"44= 40% plant height affected, 40% coverage";"10= 10";"43= 40% plant height affected, 30% coverage";"11= 10% plant height affected, 10% coverage";"42= 40% plant height affected, 20% coverage";"16= 10% plant height affected, 60% coverage";"41= 40% plant height affected, 10% coverage";"17= 10% plant height affected, 70% coverage";"40= 40";"14= 10% plant height affected, 40% coverage";"39= 30% plant height affected, 90% coverage";"15= 10% plant height affected, 50% coverage";"47= 40% plant height affected, 70% coverage";"38= 30% plant height affected, 80% coverage";"33= 30% plant height affected, 30% coverage";"32= 30% plant height affected, 20% coverage";"35= 30% plant height affected, 50% coverage";"34= 30% plant height affected, 40% coverage";"29= 20% plant height affected, 90% coverage";"28= 20% plant height affected, 80% coverage";"31= 30% plant height affected, 10% coverage";"30= 30";"37= 30% plant height affected, 70% coverage";"36= 30% plant height affected, 60% coverage"
;"CO_321:0001066";"BSMV_E_0to9pct";"BSMV_0_9";"Trial evaluation";"Disease assessment is conducted through the growing season starting with the onset of the disease.";;"BMS_29025";"CIMMYT";"Rosemary Shrestha, Julian Pietragalla";"23-sept-14";"EN";"Wheat";"CO_321:0000095";"Barley stripe mosaic incidence";"Biotic stress traits";"Barley stripe mosaic incidence in the plants caused by barley stripe mosaic virus.";;"BSMV";;"Plant";"Barley stripe mosaic incidence";;;"CO_321:0000315";"BSMV Estimation";"Estimation";"Standard method for barley stripe mosaic virus incidence.";;"Duveiller et al., 2012";"CO_321:0000446";"0-9 percentage scale";"Ordinal";"1.0";;;;"0= No visible affection";"3= 30% coverage";"4= 40% coverage";"1= 10% coverage";"2= 20% coverage";"7= 70% coverage";"8= 80% coverage";"5= 50% coverage";"6= 60% coverage";"9= 90% coverage";;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
